Customer/Merchant ID,Product ID,Policy Type,Premium Amount,Policy Term,Claim Status
CUSF690KZBL2NA1,PROD101999,Life,124188,12,No Claim
CUSFGAVXREYU7JC,PROD102002,Health,150710,14,No Claim
CUSZIG4GCC4RXCZ,PROD102003,Health,33946,10,No Claim
CUS8MCDODXZCNOG,PROD102006,Life,70787,15,No Claim
CUS8W13MMW494KO,PROD102008,Health,147334,11,No Claim
CUSFOQ7JRRLAZC1,PROD102010,Life,205860,14,No Claim
CUSH2OOGRVK48M3,PROD102013,Life,145343,16,No Claim
650812818867,PROD102025,Life,110113,18,No Claim
CUS4ZWAXJDR3WBC,PROD102034,Life,74485,17,No Claim
CUSP56RI7G8DUND,PROD102035,General,246326,14,No Claim
CUSHE81BRTP16AC,PROD102037,Life,130461,5,No Claim
CUSW9COM0O5FHR2,PROD102039,General,100812,9,No Claim
CUSWVO09AJ06XY4,PROD102041,Health,215384,19,No Claim
CUS035K04I3FY61,PROD102042,Health,69262,6,No Claim
CUS5V9M6JN8F348,PROD102051,Health,48298,19,No Claim
CUS5VF09I10DWIE,PROD102068,General,115597,17,No Claim
CUS9WU1SC494XJF,PROD102072,Health,206156,20,No Claim
CUSQ8I0Q1RIS5JD,PROD102080,Health,87656,18,No Claim
CUS6OGWA6MWTB62,PROD102081,General,77742,22,No Claim
184597088934,PROD102082,General,208115,6,No Claim
CUSPULIQG896GU4,PROD102086,Life,28671,25,No Claim
CUSYBZVCP17JUAL,PROD102087,Health,139186,9,No Claim
554549868139,PROD102098,Life,95064,7,No Claim
CUS13FEC6VSHPFX,PROD102100,Health,52616,20,No Claim
CUSV4P9BCZO7D0L,PROD102105,Life,117777,21,No Claim
CUS2K3AB82CVRF8,PROD102106,Life,180652,6,No Claim
CUS7TVQ5E0ZODFY,PROD102107,Health,169063,11,No Claim
CUSTNEXY26DQX4B,PROD102113,General,89781,10,No Claim
CUSJ933589MMDZT,PROD102114,Health,238299,7,No Claim
CUSVC0PBS6K1AZY,PROD102118,Life,62391,12,No Claim
CUSPECRXP1EN46M,PROD102124,Health,203885,8,Claim Filed
CUSPO30CPGGNQJT,PROD102132,General,37973,16,No Claim
CUSN3Z3S38WK7UV,PROD102145,Life,43697,5,No Claim
CUS3EVSHVFHBWUZ,PROD102146,Health,137218,8,No Claim
263216811825,PROD102151,Health,87858,7,No Claim
CUSNUQAVV3US3M4,PROD102157,General,205052,7,No Claim
CUSCRG3T4WORGJK,PROD102167,Life,29533,9,No Claim
CUSBQ5M4TU0SGEU,PROD102172,Life,31094,9,No Claim
CUS2P05WTV72JH3,PROD102175,Life,51099,9,Claim Filed
CUSW6MQIX9JPWQ9,PROD102183,Health,229673,11,No Claim
CUS8KBVBT1SF6CF,PROD102186,Health,125568,17,No Claim
CUS00FSPOJCW0NC,PROD102188,Life,187016,12,No Claim
CUSHZS6WIETCFPU,PROD102195,Life,37946,19,No Claim
591140741840,PROD102207,Health,74305,14,No Claim
CUS1L9QS9M4I6NK,PROD102211,Life,48554,22,No Claim
CUS1KJ3X8V79UST,PROD102212,Life,187891,8,No Claim
CUS2UYJL6O6W2EZ,PROD102214,Life,228147,22,No Claim
CUSQ0PVVY0BGNZJ,PROD102227,General,130144,17,No Claim
CUSFYJFFY7MQ8D3,PROD102236,Life,96404,11,No Claim
CUS8BTA03EWEGG9,PROD102239,Health,130167,7,No Claim
CUS7KEEBX7NCE6W,PROD102242,Health,248126,5,No Claim
CUSUVA70VFHNJ7Q,PROD102250,Life,79939,23,No Claim
CUS59X8NQWLGTUJ,PROD102256,General,35812,18,Claim Settled
CUS4RZLOYKEI2YH,PROD102264,Life,106543,23,No Claim
CUS7JVGPGWDL0XE,PROD102266,Life,117991,11,No Claim
CUSB94R0H99H28Q,PROD102267,Life,124463,16,No Claim
993243446189,PROD102278,Life,150667,19,No Claim
CUSHSC4L3LLDVVS,PROD102283,Health,105579,23,No Claim
CUS1PUQGDTWMJDI,PROD102287,General,174801,15,No Claim
CUSQ4O724M9RABP,PROD102289,General,127960,8,No Claim
CUSVRLWHOYSL15V,PROD102300,General,74164,6,No Claim
CUSARDYBOVLKV91,PROD102303,Health,101472,14,No Claim
CUSXFMO0SCNLCDN,PROD102306,Health,122085,15,No Claim
561327779675,PROD102308,Health,115181,10,No Claim
CUSSV5608E1XP4E,PROD102315,General,228002,16,No Claim
CUS86GSWLAF0ROM,PROD102318,General,35848,21,No Claim
CUSWKQX462AWOG7,PROD102326,Health,40220,23,No Claim
CUSE58DBVKFZYRJ,PROD102336,Life,59455,22,No Claim
CUSB5B2OGCUR2OM,PROD102342,General,130190,25,No Claim
CUSMTE7GNHJEVFE,PROD102345,General,47643,17,No Claim
CUSKIFSWCV27E03,PROD102357,General,156355,8,No Claim
211282955368,PROD102374,Life,129763,7,No Claim
CUSDPT39NSTTLH7,PROD102376,Health,226383,15,No Claim
CUSL8OHKQ1TBH03,PROD102379,Health,90812,23,No Claim
CUSS4Q864QZFOOO,PROD102385,Health,122136,19,No Claim
CUS6WUGOFRGJI1G,PROD102386,Health,165102,15,No Claim
CUSSOVGGRAXHZCP,PROD102387,Health,237374,18,No Claim
CUS44O45NBC44GC,PROD102398,Life,181657,21,No Claim
CUS3Y6KWJ81XVJ2,PROD102400,General,222232,24,No Claim
126430258452,PROD102404,Health,51471,23,No Claim
CUST57D85H0C5WU,PROD102415,Health,72940,20,No Claim
414328093161,PROD102428,General,87210,21,No Claim
CUSGBTF8JQD4U1F,PROD102434,Health,85488,12,No Claim
CUSOSCT8OILM3IL,PROD102435,General,131798,22,No Claim
CUSRRGNHA64Q7KN,PROD102440,General,217601,21,No Claim
CUS66FGSVVEEN4A,PROD102444,General,158480,22,No Claim
CUS9O5QSXNIISZD,PROD102445,Life,57993,19,No Claim
CUSBZ9H0UNL0UT5,PROD102449,Life,125357,6,No Claim
CUSVZ42MGKRO3I3,PROD102450,Health,128451,11,No Claim
CUSVQ2T6Q7KKYHC,PROD102458,General,99891,13,No Claim
CUSOAU0NPZHAPAN,PROD102459,Health,165326,20,No Claim
CUS6904IFN944NX,PROD102463,Life,247508,9,No Claim
CUSUZYDP0LO2K9Q,PROD102469,Life,221643,5,No Claim
CUS1Q07OIFNEZ78,PROD102476,Life,177996,20,No Claim
CUSU7C7Z1TYU01L,PROD102477,General,84713,10,No Claim
477590732329,PROD102490,General,208011,19,No Claim
CUSNE3JWAOOW6XE,PROD102495,Health,140982,5,No Claim
CUS35KRNM7TH9II,PROD102518,Life,130846,21,No Claim
CUSTHAF4HVFV6EJ,PROD102522,Health,186543,17,No Claim
CUSD34X03H5OKW2,PROD102524,Life,77520,15,No Claim
CUS9WLLXVYPII9J,PROD102531,General,72996,11,No Claim
CUSQJYKSF3ZSGES,PROD102536,Life,206377,19,No Claim
CUS6S3U5XBIZN62,PROD102539,General,51757,12,No Claim
CUSYIXUO9NCNVSZ,PROD102541,Life,39908,19,No Claim
CUSTAYBGI0RR0TI,PROD102548,Life,36662,8,Claim Settled
CUSHZL12S8CW3HZ,PROD102559,General,197729,9,No Claim
CUSULLR9RZFE4FU,PROD102560,Health,143013,9,No Claim
181621345217,PROD102564,Life,50403,21,No Claim
629184254526,PROD102567,Life,117694,18,No Claim
CUS071PGACQK4TH,PROD102588,General,92187,24,No Claim
CUS12I6G975Q9B6,PROD102590,Life,155847,16,No Claim
CUS1BISASKXYC96,PROD102591,Life,49573,24,No Claim
CUSIKY3UFN0DSG2,PROD102592,General,123506,11,No Claim
CUSZ1BV8205882Y,PROD102593,Life,157036,17,No Claim
CUSX29K3I8QCU1L,PROD102594,Life,229733,22,No Claim
CUSTD44K1J6FP8H,PROD102596,Health,28022,21,Claim Settled
536820884036,PROD102598,General,153710,5,No Claim
CUSR28JSJQLA4R5,PROD102601,Health,224849,23,No Claim
CUSZ005L0IPUS3A,PROD102603,General,61717,14,No Claim
CUSQC1IYYO4UDOJ,PROD102604,Life,151677,20,Claim Settled
CUSTCQFBVQ2VWQU,PROD102613,Health,60378,20,No Claim
CUSFQV21746ZFZC,PROD102617,General,183775,21,No Claim
CUSA3LW00I6PQ2E,PROD102620,General,55962,11,No Claim
CUSL8F5WAZ5BCAN,PROD102623,Life,91672,20,No Claim
CUSJR9V5PL4Y4OM,PROD102624,Life,220559,24,No Claim
CUSVAPIZ3CDTK5X,PROD102625,Health,207555,13,No Claim
523584579108,PROD102632,General,146467,8,No Claim
CUSI2DS2J4PYBAN,PROD102647,General,186712,15,No Claim
CUS6QL1N2HZWS0Z,PROD102649,Life,98421,10,No Claim
CUSPYB0BUVVHR9D,PROD102661,Life,206033,23,No Claim
CUSIMBC24FQROIE,PROD102667,General,61356,18,No Claim
CUS1F644W0QCJZ1,PROD102675,General,118079,9,No Claim
CUSCX98PRT5HD3W,PROD102678,Health,151035,13,No Claim
CUS6ICVA025KRLB,PROD102681,Life,99381,17,No Claim
CUS0XIPUVM3W57C,PROD102683,General,183686,23,No Claim
CUSJU8J31DQ9MPD,PROD102688,General,197156,17,No Claim
CUS5GU85Y46FKPK,PROD102693,Health,110663,5,No Claim
CUS6SEACQAFKGPB,PROD102700,Health,140656,21,No Claim
CUSD2XMG9B1RDZV,PROD102702,Health,106681,15,No Claim
CUSYQIWNQ3JKJNG,PROD102705,Life,231770,10,Claim Filed
CUSJFUS5J9195RK,PROD102710,General,91838,7,No Claim
CUSOJTVRSZ2DHYC,PROD102722,General,237231,25,No Claim
635209665121,PROD102723,General,160099,9,No Claim
CUSWYAHYCX5EFPH,PROD102729,General,225387,17,No Claim
CUSOGWF9DUJC4RB,PROD102734,Health,233631,8,No Claim
CUS7MLRMSNVIQHY,PROD102744,Life,141916,14,No Claim
913284930272,PROD102754,Life,81437,19,No Claim
CUSJYXA1A0U35QM,PROD102760,Life,124446,12,No Claim
CUSAJQD6YLNQN7V,PROD102777,Life,136731,11,No Claim
CUSPA1AUZ1CHR9M,PROD102781,Health,46838,17,No Claim
CUSD6TKIR44PG2U,PROD102782,Health,121177,21,No Claim
CUS3FHH99UB85RE,PROD102786,General,76213,16,No Claim
CUSZ45SO91YF0WC,PROD102788,General,30374,17,No Claim
CUSKLS553E7L1P4,PROD102800,General,102115,24,No Claim
CUSI2XSEUSFBTTY,PROD102803,Health,197700,14,No Claim
CUSNU4KEIXRGO0X,PROD102809,Health,53330,23,No Claim
CUS7WYJELVZCBK5,PROD102813,General,126076,16,No Claim
CUS5IFNE8H60T02,PROD102817,General,34780,9,No Claim
CUST89DZ7VX1YWL,PROD102818,Health,156897,16,No Claim
963337890915,PROD102821,Life,219180,5,No Claim
CUSBGAXGQKYKRSH,PROD102827,General,248921,25,No Claim
CUST5VAPX2WZYO7,PROD102837,Health,124852,19,No Claim
CUSY592YOFPONJH,PROD102844,General,87411,11,No Claim
571729154255,PROD102864,Life,200081,5,Claim Settled
CUSQP3VHUKTO79I,PROD102871,Life,180865,15,No Claim
CUSSRB9KQZV5AOS,PROD102874,Life,127836,10,No Claim
CUSCQ9DBT6TNLY2,PROD102882,General,115518,14,No Claim
CUSN7X468U0KW56,PROD102887,General,205528,16,No Claim
CUSK71VXC8ACT49,PROD102889,Health,240742,14,No Claim
CUSYFEQGTOKW7WA,PROD102892,General,116705,20,No Claim
CUS5WVB52IOPRBT,PROD102896,Life,196864,12,No Claim
CUSSWQX1SPBIMRR,PROD102898,Life,26949,16,No Claim
CUSA6OTMJYJIYB3,PROD102904,Life,211620,10,No Claim
CUSDQ1S3FU4G78R,PROD102913,Life,112707,20,No Claim
CUSXZ9ZGEGG4JYS,PROD102919,General,115555,18,No Claim
CUSCEE3D5P4Q2SI,PROD102925,Health,166282,14,No Claim
CUS6WTE1QMHHOPY,PROD102926,General,202401,9,No Claim
CUSSHLLSHWA7SLK,PROD102928,Life,77544,13,Claim Settled
CUSCEWNJGES7VNZ,PROD102938,Life,103549,14,No Claim
CUS1VVDUN9QICDQ,PROD102967,Life,221218,9,No Claim
CUSO1Q22ZGEYXV6,PROD102983,General,76018,14,Claim Filed
CUSCN7T1A9E61A2,PROD102984,Health,89841,9,No Claim
CUS6LJJT6VSL5A7,PROD102985,Health,224959,5,No Claim
CUSL4F17AUNZQBI,PROD102987,Health,41560,24,No Claim
CUSASEJ0WYDCVYG,PROD102994,Health,247554,19,No Claim
208626104874,PROD103008,Life,160092,10,No Claim
CUSJ4M7OJ6SJ9HY,PROD103011,Health,126227,13,No Claim
CUSTGQHCBWMSMGK,PROD103012,Life,160523,9,No Claim
CUSANOM9096IP6W,PROD103024,Health,75047,5,No Claim
464415131044,PROD103026,General,159998,7,No Claim
CUSQRV7ENC8VNTH,PROD103030,Life,169059,18,No Claim
CUSWDPM2MVZHBW0,PROD103032,General,189627,16,Claim Filed
CUSG7Q2IWEYVPIL,PROD103033,Health,74675,16,No Claim
CUSDMI08WOJP2L7,PROD103038,General,171385,21,No Claim
CUSGPPDVPTYMX5Q,PROD103047,General,153608,19,No Claim
CUSGO7NG299R9WD,PROD103056,General,222249,21,No Claim
CUSSOONBRADV785,PROD103071,General,106026,24,No Claim
CUSCCNC7GM03GIW,PROD103073,Health,77843,16,No Claim
CUSSITT3N463968,PROD103074,General,92353,6,No Claim
CUS7AAOKQM7I7BN,PROD103086,Life,46414,21,No Claim
CUSOZK8TMBAIVI7,PROD103095,General,150781,19,No Claim
CUSVR9CKA0FKM7F,PROD103097,General,96476,9,No Claim
CUS8X3CCK7P0DT7,PROD103107,Life,155929,22,No Claim
CUS62JWTJY7PI3W,PROD103112,General,235879,17,No Claim
CUS3R8PD99KE695,PROD103118,General,193711,9,No Claim
CUSONPMR9VDJ2GN,PROD103121,Life,145887,8,No Claim
CUSS071PC4CRU6O,PROD103132,General,157604,25,No Claim
CUSHIN5N9DQ4ROS,PROD103133,Life,220426,14,No Claim
CUSV3ENPYLB28CV,PROD103140,Health,86415,10,No Claim
CUSUYLPEO8L1UVJ,PROD103142,Life,71170,16,No Claim
CUSL2HPQBLYKJVR,PROD103145,Health,150539,7,No Claim
CUSF0ND45X6D9I3,PROD103155,Life,240036,9,No Claim
CUSW9QIK4X4BTKG,PROD103156,Health,243664,13,No Claim
CUSX6Y0XVLK2317,PROD103168,General,248432,18,No Claim
CUSOL8W9PSOKQD0,PROD103171,Life,163637,20,No Claim
CUSSI2FJ3EE1Q8R,PROD103173,General,53341,25,No Claim
832881261340,PROD103174,Health,222991,7,No Claim
CUS44UBBAC6G919,PROD103178,Life,205990,10,No Claim
CUS9BCAPFLXS1HZ,PROD103181,General,211132,25,No Claim
CUSEVEHQSXEV056,PROD103195,Life,227926,11,No Claim
CUSVBYUQVG2UUB5,PROD103208,Life,218251,16,No Claim
CUST6LD6RNM7S01,PROD103209,General,91261,6,No Claim
CUSYXA64ESXNATK,PROD103218,Health,78482,13,No Claim
CUSGWPYYLM2T7NO,PROD103220,Health,225149,16,No Claim
CUSLW9QQGV9BYZJ,PROD103223,Health,50710,23,No Claim
CUSSZEMRJ8TLLQ9,PROD103226,General,41259,13,No Claim
580888054953,PROD103230,Life,148586,11,No Claim
CUS5MQ4HLLO573N,PROD103241,Health,131570,7,No Claim
CUS5X3HJ3W6MK9X,PROD103242,Life,41590,12,No Claim
CUSNYDP5OI7WO4R,PROD103245,General,142596,17,No Claim
CUSLY5JCI7M8GRC,PROD103247,General,94064,20,No Claim
CUS3RJDUNEDK07T,PROD103249,Life,203937,18,No Claim
CUSTPFD53P8Q9ZR,PROD103254,Health,35398,13,No Claim
CUS3O0OJMQTBSG2,PROD103258,General,41982,13,Claim Settled
CUSMG4U2Q26A774,PROD103271,Life,227969,13,Claim Filed
CUSJE6L35YXZOG4,PROD103274,General,75140,25,No Claim
CUS2CS2CMQ2AJLT,PROD103275,General,124036,21,No Claim
CUS0CFS9Q8800QW,PROD103276,Life,115015,15,No Claim
CUSB8NL75EZ1P8X,PROD103284,Health,124635,11,No Claim
CUS9H8LBSZGYIUU,PROD103285,Life,70199,10,No Claim
CUSUZYDP0LO2K9Q,PROD103287,Life,137038,7,No Claim
294363743830,PROD103300,General,26447,19,No Claim
CUSWNCBFXKKT3ZL,PROD103304,Life,158347,17,No Claim
219059060926,PROD103315,Health,242173,20,No Claim
CUSMV3T942P6SFO,PROD103329,Health,144944,15,No Claim
CUS8USTV5EH54B3,PROD103333,General,121412,13,No Claim
CUS7JS4JJMA18LC,PROD103335,General,131685,5,No Claim
CUSJXD6TU0JOU2A,PROD103336,Life,132875,9,No Claim
CUSUY9UXIL5GJIF,PROD103339,Health,47437,23,No Claim
444777275024,PROD103349,Life,155415,21,No Claim
134900481524,PROD103353,Life,141496,11,No Claim
CUS27ZV9ZH2UHD2,PROD103359,General,226643,14,No Claim
CUSYFG9L8LWEHFG,PROD103360,General,154490,21,No Claim
CUSPS5OVDSZYTZQ,PROD103366,Life,156918,24,Claim Settled
CUS70YK77C4ZX6A,PROD103368,Health,34510,18,No Claim
CUSHKK7QG24DSYS,PROD103374,General,238163,15,No Claim
CUSL22K94O8GSGO,PROD103376,General,176278,8,No Claim
CUSETE281UTXUM0,PROD103379,General,50789,18,No Claim
CUS87WYBHRQIJ4G,PROD103386,Life,80022,25,No Claim
813512278769,PROD103389,Life,108443,25,No Claim
CUSI6FSAYQHP9WW,PROD103396,General,111346,11,Claim Settled
805929551631,PROD103397,General,153878,14,No Claim
CUSRXJ9L11YFW0Y,PROD103400,Life,69256,6,No Claim
CUS0AB4FFK2RTLF,PROD103404,Life,225802,10,No Claim
CUSAUPW9EFSWHGQ,PROD103405,Health,120565,10,No Claim
CUSX4LGXLZZCKC3,PROD103407,Life,112263,12,No Claim
CUSBNS04XKC332E,PROD103409,Health,134104,15,No Claim
CUS4O1WXLEST77W,PROD103414,Life,48530,9,No Claim
CUSWCD75TAGEB98,PROD103418,Health,173337,16,No Claim
CUS3BKCYFR2DN7X,PROD103422,Life,246791,16,No Claim
288316096648,PROD103426,General,44922,22,No Claim
CUSBJ7S6LTMPAGG,PROD103436,Life,215687,15,No Claim
CUSA7VW783KAGVE,PROD103449,Health,67549,11,No Claim
CUSXKSGJB9XSVF8,PROD103453,General,94535,8,No Claim
CUST8FYFQ4B9PCU,PROD103454,General,61988,12,No Claim
CUS5T0SYRG2AKSV,PROD103455,Health,32927,9,No Claim
CUSGG3TVOVO2JHZ,PROD103459,General,40093,25,No Claim
217823918841,PROD103470,Health,32209,25,No Claim
CUSD5TWRQLYULC3,PROD103473,Life,35876,6,No Claim
CUSC3WUULKD8WH9,PROD103475,Life,240075,16,No Claim
CUSUXP4IUX779GJ,PROD103477,Health,58748,15,No Claim
CUSHC8PK2SJLXN2,PROD103478,Life,98218,7,No Claim
CUSKIDCASE5SEDG,PROD103484,General,41701,16,No Claim
CUSRE72T4DV80QI,PROD103485,Health,134852,22,No Claim
CUSVBRP7UBU0ZAE,PROD103487,Health,133457,16,No Claim
CUS74LN75NDTMCK,PROD103493,General,75999,21,No Claim
CUSHB5WHSCX9KWZ,PROD103496,Health,112814,21,No Claim
CUSBQAFOXF9Y4RU,PROD103500,Health,185893,14,No Claim
CUSH8D8RU3BXKPF,PROD103502,Life,33697,11,No Claim
CUSDO3EPTKB8H2Z,PROD103508,Health,224211,10,No Claim
838830238618,PROD103512,Life,176431,5,No Claim
CUSYAWKGWMG3CQ8,PROD103513,Health,86209,20,No Claim
CUS4D1G6KQ0QVT9,PROD103516,General,186991,12,No Claim
396691887383,PROD103522,Life,139395,18,No Claim
CUSVY15UA7RYLTO,PROD103524,Life,133496,6,No Claim
CUSBTDD2PXDOUTL,PROD103535,Life,149446,20,No Claim
CUSTKBNZN5DX4L2,PROD103538,Life,216935,8,No Claim
CUS1AWH96LJQ05C,PROD103539,Life,214919,17,No Claim
CUS08R418WGA52O,PROD103540,Health,139673,12,No Claim
CUSN3PY8KFOGQGO,PROD103542,Health,218207,15,Claim Settled
CUSNGJWG5E2UCT5,PROD103548,General,149997,14,No Claim
720681256895,PROD103549,Health,175631,23,No Claim
CUSZOEP6VX50G1E,PROD103551,Health,120658,11,No Claim
CUSQF95SREYMQ5Q,PROD103552,General,231837,16,No Claim
CUSKZ1AW72L8NZN,PROD103555,Health,211837,11,No Claim
CUSX7JZDUQUR7P9,PROD103568,Life,191072,17,No Claim
CUSLCC3JGXMIXW0,PROD103569,General,38797,7,No Claim
CUS2D3PFWUGMPDH,PROD103571,General,40757,7,No Claim
CUSN2HRZGYK5402,PROD103584,Life,72178,21,No Claim
CUSVQ308N32K1IH,PROD103602,Health,197399,25,No Claim
673999862873,PROD103608,Life,192908,14,No Claim
CUS9ERN73W8OUF8,PROD103613,Health,93862,19,No Claim
617990700198,PROD103614,General,112032,15,Claim Filed
CUSYB214FP9JOQU,PROD103619,Health,139541,10,No Claim
CUSC34808BX5XNA,PROD103621,Health,25964,14,No Claim
335548725370,PROD103628,Life,148211,13,No Claim
CUSI8OCS90MUBNF,PROD103630,Health,91295,20,No Claim
CUSOH0OWOBY24MZ,PROD103631,Health,130108,20,No Claim
CUSI8IY5Q2OBRVW,PROD103634,Health,139803,21,Claim Filed
CUSBOBSUWTS4Q5A,PROD103638,Health,118114,24,No Claim
CUSDY20Q0NOLX33,PROD103644,Health,147553,21,Claim Filed
CUSE95FLHTA43VJ,PROD103650,General,225552,23,No Claim
CUSG71W02AUC8I4,PROD103652,Life,185318,20,No Claim
CUS5RY69BM0CXRE,PROD103661,Life,202350,20,No Claim
CUSY57KQV9KRBOK,PROD103665,General,82034,14,No Claim
CUSENSZNWHOIDRW,PROD103666,General,48696,17,No Claim
CUS5DEEEFAVEUMP,PROD103681,Health,179446,16,No Claim
CUSWDBC2KB6EA0F,PROD103686,Life,82565,16,No Claim
CUSMNOK5K3JZCJ6,PROD103692,General,212171,18,No Claim
CUSQT6YNNM7B7B4,PROD103693,General,102485,25,Claim Filed
CUSY083040NM7ZW,PROD103696,Health,98681,8,No Claim
CUS8YBO953ZRIDH,PROD103706,General,108306,17,No Claim
CUSF1J14EZDUJLY,PROD103711,Health,206656,21,No Claim
CUS6P22EOVHO9HY,PROD103713,Health,61969,7,Claim Filed
CUSSQX3MO7KJ03Z,PROD103728,Health,100500,17,No Claim
CUS611T7K8WSJKX,PROD103732,Life,34448,22,No Claim
CUSG81BR9IDDIX2,PROD103734,Life,36590,14,No Claim
CUSJP7RFI3N6Q3M,PROD103735,General,161391,16,No Claim
CUS19FZE2BIHJSS,PROD103738,General,92287,11,No Claim
CUS3TYQJ1MI15RE,PROD103741,Life,126918,23,No Claim
CUS8BVZ2G83AA1V,PROD103745,General,34637,9,No Claim
CUSD83RVX0OPQ5J,PROD103750,General,112646,6,No Claim
580077089719,PROD103752,Health,42037,24,No Claim
CUS5D78T0Q41DPY,PROD103757,General,208877,20,No Claim
CUSJJMMRETOQYPY,PROD103759,Health,48544,18,No Claim
CUS4FTVJ77MTNSL,PROD103763,General,142778,18,No Claim
CUSGHCFPN1LY6UJ,PROD103764,General,225993,19,No Claim
CUSOCQ2BGE77014,PROD103770,General,244683,20,No Claim
CUSTJRUAFD4KUC8,PROD103771,Health,169695,19,No Claim
615222864102,PROD103774,Health,140413,22,No Claim
CUS210ASJMUZ0VF,PROD103776,Life,172026,11,No Claim
CUSGQX4HG66KCNB,PROD103778,Health,102611,24,No Claim
CUS00HB48S145S2,PROD103780,General,68623,20,No Claim
CUSZAXP3OLUN4TK,PROD103782,Life,29174,10,No Claim
CUST3AX5672CA2E,PROD103783,Health,240180,21,No Claim
CUS7A0I0CYZ37Z7,PROD103787,Life,172243,6,No Claim
CUSJKHOI8DAIB6S,PROD103792,Life,97453,13,No Claim
CUS41FJ9VICM3G9,PROD103813,Health,234964,18,No Claim
CUSQRGVR4S3Z138,PROD103820,General,225400,9,No Claim
CUS3LKDPRIEW8PL,PROD103821,General,206750,7,No Claim
CUSPNOCXJR0TQ3R,PROD103823,General,92612,20,No Claim
CUSPPGW01D80Y42,PROD103829,Life,171921,15,No Claim
CUSFHM80YA4FFSH,PROD103839,Life,225713,11,No Claim
CUS0J4A8YWY5APY,PROD103840,Life,243010,15,No Claim
610921456451,PROD103845,Life,226814,20,No Claim
CUSPSYZT0D7THEF,PROD103846,Life,144610,12,No Claim
CUS56G2605NAFZE,PROD103854,Health,175724,21,No Claim
529186830184,PROD103856,Health,124627,18,No Claim
CUST5XK767J43UR,PROD103866,Life,92151,14,No Claim
CUSK6KAHTKSCUNP,PROD103874,General,91278,10,No Claim
CUS8GT7W7PV7M9C,PROD103877,Life,216820,19,No Claim
CUSSSTF2ZE74EVD,PROD103880,General,151051,5,No Claim
CUSNHX4O60204XM,PROD103889,Life,170317,18,No Claim
CUSO6XKQO211WMQ,PROD103890,General,147891,20,No Claim
CUSPJ1AKW007NBP,PROD103894,Life,111629,15,No Claim
CUS0X00O3IEBUD1,PROD103897,Life,248750,8,No Claim
CUS0VV32PO4I9RR,PROD103901,Life,185135,20,No Claim
CUSRNGYIDTJB02M,PROD103907,Health,234604,20,No Claim
CUSVY8OO7QIYSBT,PROD103908,Health,119853,12,No Claim
CUS5UAOZPX09ZED,PROD103910,Life,84488,25,No Claim
CUS11RN8G73RGKS,PROD103917,General,87899,5,Claim Settled
CUS3BHFHYBPRTEZ,PROD103918,Life,247761,13,No Claim
CUSR7E7IKAXP8Z7,PROD103921,General,134005,19,No Claim
579796382557,PROD103927,Health,38059,6,No Claim
CUS2IFRIOK4JWML,PROD103929,General,93981,23,No Claim
CUSCXPEOA6BHITU,PROD103935,General,102157,7,Claim Settled
CUSE1OCJXZEFLI4,PROD103944,General,109480,7,No Claim
CUS0DKO5PS8Q5OS,PROD103947,Health,204364,6,No Claim
CUSPS0ICI8H6QU4,PROD103952,Life,25538,9,No Claim
CUSVLOKBDJRH6B3,PROD103956,General,209209,7,No Claim
CUSBBK7W7KS9SD1,PROD103960,Life,240768,24,No Claim
CUSE6JSUXC94PTZ,PROD103970,General,169931,25,No Claim
CUSDRZQ7ANCVUZY,PROD103971,Life,220839,20,No Claim
CUSZ3CN2ICGI2F6,PROD103976,Health,144129,13,No Claim
CUS96G7N0GBDAL9,PROD103981,General,66002,24,No Claim
CUSIYY8VBQ754ES,PROD103984,Health,193206,24,No Claim
CUSN3JF2KFRSOOU,PROD103986,General,193134,7,No Claim
CUSS009Z4GKUOSS,PROD103990,General,182165,14,No Claim
CUSP84W118JTUMW,PROD104005,Health,40501,13,No Claim
990017988659,PROD104008,General,27596,6,No Claim
CUSV4H6PHC8L8HQ,PROD104010,General,131316,6,No Claim
CUSYZ6BH7Y3ECM2,PROD104012,Life,108476,17,Claim Settled
CUSY2ADCOIDQJQW,PROD104014,Life,121733,16,Claim Filed
CUSAF574CVNMM3C,PROD104022,Life,72175,14,No Claim
CUS8VK9QKAV8C3P,PROD104025,Life,120234,6,No Claim
559943559809,PROD104030,Life,96662,24,No Claim
CUSIM3M2ZS8BE42,PROD104036,General,38237,14,No Claim
CUSJ2V0BV2RQC8C,PROD104037,Health,48542,8,No Claim
CUSY2W1V2CETU4N,PROD104048,General,195191,16,No Claim
CUSV7T5WAHGPJH4,PROD104050,Health,81188,23,No Claim
CUS3NY2PKE7LX8H,PROD104054,Life,123519,19,No Claim
CUSGER92YNEXDT4,PROD104055,Health,28608,15,Claim Filed
CUSUH9QHQALQHSX,PROD104057,Health,85740,10,Claim Filed
CUSF6JK6YRU0SKC,PROD104061,Life,27478,20,No Claim
CUS4C4SNDOTZ4MA,PROD104071,Health,50555,6,No Claim
CUS4UDFK72MM3EP,PROD104073,General,125180,22,No Claim
CUS8W5Q0IA6L8SO,PROD104081,Health,136022,15,No Claim
CUSCR49M2WIHGLK,PROD104083,General,154198,17,No Claim
CUS7A8YAN7W5VC9,PROD104106,Life,74213,16,No Claim
CUSI44IVNDRCB1W,PROD104108,General,62625,15,No Claim
CUSWSB8WZJS30C2,PROD104113,Health,39922,16,No Claim
