Customer/Merchant ID,Lead Source,Lead Status,Follow-up Date,Remarks
YESB91652392,Walk-in,In Progress,2024-08-07 00:00:00,Wait for salary credit
YESB29646983,Referral,Lost,2024-05-24 00:00:00,Wait for salary credit
YESB76342501,Walk-in,In Progress,2024-04-02 00:00:00,KYC Pending
YESB95883020,Referral,In Progress,2024-12-05 00:00:00,KYC Pending
YESB38103850,Digital Campaign,In Progress,2024-12-03 00:00:00,Wait for salary credit
YESB23453333,Digital Campaign,Converted,2024-09-12 00:00:00,KYC Pending
YESB87607744,Digital Campaign,Converted,2024-10-26 00:00:00,Wait for salary credit
YESB91401072,Referral,In Progress,2024-11-12 00:00:00,KYC Pending
YESB60576944,Digital Campaign,Converted,2024-11-28 00:00:00,Wait for salary credit
YESB30969982,Referral,Converted,2024-03-21 00:00:00,Wait for salary credit
YESB34921879,Referral,Converted,2024-02-10 00:00:00,Called for FD
YESB10666457,Walk-in,Lost,2024-10-27 00:00:00,Wait for salary credit
YESB29514503,Digital Campaign,Converted,2024-07-29 00:00:00,Interested in HL
YESB17560079,Referral,Lost,2024-03-29 00:00:00,Wait for salary credit
YESB85030300,Referral,Lost,2024-12-23 00:00:00,Interested in HL
YESB34949704,Walk-in,In Progress,2024-12-08 00:00:00,Called for FD
YESB62570004,Referral,Converted,2024-03-03 00:00:00,Wait for salary credit
YESB70462128,Referral,Lost,2024-05-15 00:00:00,Called for FD
YESB17121554,Digital Campaign,Converted,2024-09-09 00:00:00,Wait for salary credit
YESB34571576,Referral,In Progress,2024-04-11 00:00:00,Interested in HL
YESB88686594,Referral,Lost,2024-09-02 00:00:00,Interested in HL
YESB47093720,Digital Campaign,Converted,2024-07-26 00:00:00,Interested in HL
YESB90218342,Referral,Converted,2024-02-11 00:00:00,Wait for salary credit
YESB18334355,Walk-in,Lost,2024-12-12 00:00:00,Called for FD
YESB32639014,Digital Campaign,Converted,2024-09-18 00:00:00,KYC Pending
YESB23289134,Referral,Converted,2024-07-16 00:00:00,KYC Pending
YESB89511878,Digital Campaign,Lost,2024-01-01 00:00:00,Interested in HL
YESB28489735,Walk-in,Converted,2024-06-12 00:00:00,Wait for salary credit
YESB26344879,Digital Campaign,In Progress,2024-07-09 00:00:00,Wait for salary credit
YESB99821884,Digital Campaign,Converted,2024-05-14 00:00:00,Wait for salary credit
YESB47293357,Digital Campaign,Lost,2024-10-16 00:00:00,Interested in HL
YESB90991562,Referral,Lost,2024-01-11 00:00:00,Called for FD
YESB94085086,Walk-in,Converted,2024-10-27 00:00:00,Called for FD
YESB99651521,Walk-in,In Progress,2024-02-16 00:00:00,Wait for salary credit
YESB57762757,Digital Campaign,In Progress,2024-07-08 00:00:00,KYC Pending
YESB12726906,Walk-in,In Progress,2024-02-13 00:00:00,KYC Pending
YESB60518273,Digital Campaign,Converted,2024-04-23 00:00:00,Wait for salary credit
YESB18199501,Referral,Converted,2024-06-05 00:00:00,KYC Pending
YESB32704122,Digital Campaign,Converted,2024-09-08 00:00:00,KYC Pending
YESB14047333,Walk-in,In Progress,2024-05-03 00:00:00,KYC Pending
YESB67271844,Referral,Lost,2024-07-15 00:00:00,Called for FD
YESB30673455,Digital Campaign,Lost,2024-09-07 00:00:00,Interested in HL
YESB70577610,Walk-in,Lost,2024-09-01 00:00:00,KYC Pending
YESB37407857,Referral,Converted,2024-05-23 00:00:00,Wait for salary credit
YESB90320324,Digital Campaign,Lost,2024-11-15 00:00:00,Wait for salary credit
YESB44526767,Referral,In Progress,2024-10-22 00:00:00,KYC Pending
YESB77795030,Walk-in,Converted,2024-10-23 00:00:00,Called for FD
YESB98354697,Walk-in,Lost,2024-06-19 00:00:00,KYC Pending
YESB27245474,Digital Campaign,In Progress,2024-01-21 00:00:00,Interested in HL
YESB86148446,Digital Campaign,In Progress,2024-02-08 00:00:00,Wait for salary credit
YESB26767628,Digital Campaign,Converted,2024-06-02 00:00:00,KYC Pending
YESB24952571,Referral,Lost,2024-05-03 00:00:00,Called for FD
YESB95116096,Digital Campaign,Converted,2024-08-09 00:00:00,Interested in HL
YESB81829380,Digital Campaign,In Progress,2024-09-17 00:00:00,Wait for salary credit
YESB26957434,Walk-in,In Progress,2024-07-24 00:00:00,Called for FD
YESB21663546,Referral,Lost,2024-06-11 00:00:00,KYC Pending
YESB75470007,Digital Campaign,In Progress,2024-09-24 00:00:00,Wait for salary credit
YESB84966522,Referral,Converted,2024-07-19 00:00:00,Wait for salary credit
YESB24042150,Referral,In Progress,2024-10-13 00:00:00,Wait for salary credit
YESB14689118,Digital Campaign,Lost,2024-07-20 00:00:00,Wait for salary credit
YESB42467117,Referral,In Progress,2024-12-20 00:00:00,Wait for salary credit
YESB31911605,Walk-in,Converted,2024-06-10 00:00:00,Called for FD
YESB14114142,Digital Campaign,Lost,2024-03-19 00:00:00,KYC Pending
YESB27471486,Digital Campaign,In Progress,2024-10-31 00:00:00,KYC Pending
YESB80656423,Referral,Converted,2024-05-09 00:00:00,Wait for salary credit
YESB55575600,Digital Campaign,In Progress,2024-04-23 00:00:00,Interested in HL
YESB70674640,Referral,Lost,2024-11-20 00:00:00,Called for FD
YESB31545653,Referral,Converted,2024-09-09 00:00:00,KYC Pending
YESB56459174,Walk-in,Lost,2024-12-06 00:00:00,Called for FD
YESB77263291,Walk-in,In Progress,2024-02-15 00:00:00,KYC Pending
YESB21356562,Digital Campaign,Lost,2024-10-18 00:00:00,KYC Pending
YESB72970563,Digital Campaign,Lost,2024-08-09 00:00:00,KYC Pending
YESB54301436,Digital Campaign,In Progress,2024-07-11 00:00:00,Interested in HL
YESB44625209,Walk-in,In Progress,2024-06-03 00:00:00,Wait for salary credit
YESB98497877,Digital Campaign,Converted,2024-05-27 00:00:00,KYC Pending
YESB30702115,Referral,Converted,2024-05-14 00:00:00,Called for FD
YESB44221657,Digital Campaign,Converted,2024-10-07 00:00:00,Wait for salary credit
YESB99804886,Digital Campaign,Converted,2024-07-23 00:00:00,Called for FD
YESB63174852,Digital Campaign,In Progress,2024-05-03 00:00:00,Interested in HL
YESB96837197,Walk-in,Converted,2024-03-03 00:00:00,Interested in HL
YESB52691648,Digital Campaign,In Progress,2024-10-05 00:00:00,Wait for salary credit
YESB66063205,Digital Campaign,In Progress,2024-03-17 00:00:00,Wait for salary credit
YESB16456055,Digital Campaign,In Progress,2024-03-15 00:00:00,Interested in HL
YESB36639539,Digital Campaign,Lost,2024-09-20 00:00:00,Wait for salary credit
YESB29641165,Digital Campaign,In Progress,2024-12-30 00:00:00,Called for FD
YESB53141558,Referral,In Progress,2024-10-08 00:00:00,KYC Pending
YESB58341124,Walk-in,Converted,2024-11-12 00:00:00,Interested in HL
YESB49635800,Referral,Lost,2024-04-16 00:00:00,Called for FD
YESB23313452,Walk-in,In Progress,2024-04-30 00:00:00,KYC Pending
YESB37637316,Walk-in,Converted,2024-12-24 00:00:00,Called for FD
YESB45465053,Walk-in,In Progress,2024-01-06 00:00:00,KYC Pending
YESB76342575,Digital Campaign,Lost,2024-12-31 00:00:00,KYC Pending
YESB76118205,Walk-in,In Progress,2024-08-17 00:00:00,KYC Pending
YESB82894895,Referral,In Progress,2024-04-27 00:00:00,Called for FD
YESB12168014,Digital Campaign,Lost,2024-07-25 00:00:00,KYC Pending
YESB19809013,Digital Campaign,Lost,2024-09-05 00:00:00,Interested in HL
YESB95338729,Walk-in,In Progress,2024-04-21 00:00:00,KYC Pending
YESB25326227,Referral,In Progress,2024-11-15 00:00:00,Called for FD
YESB16700669,Referral,Converted,2024-03-03 00:00:00,Called for FD
YESB21974167,Digital Campaign,In Progress,2024-04-19 00:00:00,KYC Pending
YESB92816154,Walk-in,In Progress,2024-06-06 00:00:00,KYC Pending
YESB34635904,Walk-in,Lost,2024-05-20 00:00:00,Interested in HL
YESB72150518,Digital Campaign,Converted,2024-04-22 00:00:00,Wait for salary credit
YESB18021881,Walk-in,Converted,2024-05-02 00:00:00,KYC Pending
YESB57215541,Walk-in,Converted,2024-10-13 00:00:00,Interested in HL
YESB27724940,Digital Campaign,Lost,2024-07-22 00:00:00,KYC Pending
YESB78584368,Walk-in,Lost,2024-02-10 00:00:00,Interested in HL
YESB94611200,Walk-in,In Progress,2024-01-14 00:00:00,Interested in HL
YESB63395208,Referral,Converted,2024-08-04 00:00:00,KYC Pending
YESB71647714,Referral,In Progress,2024-08-02 00:00:00,Called for FD
YESB64283559,Digital Campaign,Converted,2024-05-14 00:00:00,Called for FD
YESB53496598,Digital Campaign,In Progress,2024-05-26 00:00:00,Interested in HL
YESB58925721,Referral,Converted,2024-11-29 00:00:00,Interested in HL
YESB50874452,Referral,Converted,2024-05-27 00:00:00,Interested in HL
YESB88496419,Digital Campaign,Converted,2024-07-05 00:00:00,Wait for salary credit
YESB97346346,Walk-in,Lost,2024-12-11 00:00:00,Wait for salary credit
YESB93592575,Referral,Converted,2024-04-11 00:00:00,Interested in HL
YESB69278734,Digital Campaign,Converted,2024-07-29 00:00:00,Interested in HL
YESB23983801,Walk-in,Lost,2024-04-04 00:00:00,KYC Pending
YESB65061891,Referral,Lost,2024-06-07 00:00:00,KYC Pending
YESB48720289,Referral,In Progress,2024-06-08 00:00:00,Interested in HL
YESB48091647,Referral,In Progress,2024-02-24 00:00:00,Interested in HL
YESB23926725,Walk-in,Lost,2024-08-24 00:00:00,Called for FD
YESB62104013,Digital Campaign,In Progress,2024-04-14 00:00:00,KYC Pending
YESB30517110,Walk-in,Converted,2024-12-03 00:00:00,Wait for salary credit
YESB52029632,Digital Campaign,In Progress,2024-09-25 00:00:00,Called for FD
YESB36268478,Referral,Converted,2024-02-15 00:00:00,Interested in HL
YESB77275854,Walk-in,Lost,2024-07-26 00:00:00,Interested in HL
YESB98378899,Walk-in,Converted,2024-05-10 00:00:00,Wait for salary credit
YESB27609273,Referral,In Progress,2024-11-14 00:00:00,KYC Pending
YESB33557458,Digital Campaign,In Progress,2024-09-09 00:00:00,Called for FD
YESB21933447,Walk-in,Converted,2024-06-12 00:00:00,Wait for salary credit
YESB22319937,Digital Campaign,Converted,2024-01-21 00:00:00,Called for FD
YESB17855177,Walk-in,Lost,2024-10-21 00:00:00,KYC Pending
YESB77670879,Walk-in,Lost,2024-10-01 00:00:00,Interested in HL
YESB88906649,Walk-in,Lost,2024-11-23 00:00:00,Called for FD
YESB49285980,Referral,In Progress,2024-08-22 00:00:00,KYC Pending
YESB27981811,Walk-in,Lost,2024-01-02 00:00:00,KYC Pending
YESB89743946,Referral,Converted,2024-01-28 00:00:00,KYC Pending
YESB55194184,Referral,In Progress,2024-11-10 00:00:00,Interested in HL
YESB24188689,Walk-in,Converted,2024-04-25 00:00:00,KYC Pending
YESB35308584,Digital Campaign,Lost,2024-10-16 00:00:00,Wait for salary credit
YESB40308908,Walk-in,Converted,2024-03-16 00:00:00,Wait for salary credit
YESB20683075,Referral,Converted,2024-09-22 00:00:00,KYC Pending
YESB59930614,Walk-in,Lost,2024-08-17 00:00:00,Wait for salary credit
YESB15477435,Walk-in,Lost,2024-12-23 00:00:00,KYC Pending
YESB26048595,Digital Campaign,Lost,2024-01-28 00:00:00,Called for FD
YESB24420106,Referral,In Progress,2024-02-07 00:00:00,Called for FD
YESB82781648,Referral,In Progress,2024-04-14 00:00:00,Interested in HL
YESB30033463,Digital Campaign,Lost,2024-12-30 00:00:00,Interested in HL
YESB23279321,Walk-in,Lost,2024-11-03 00:00:00,Interested in HL
YESB68274368,Digital Campaign,Converted,2024-10-27 00:00:00,Called for FD
YESB66679037,Digital Campaign,Lost,2024-07-06 00:00:00,Called for FD
YESB28612295,Digital Campaign,Converted,2024-10-31 00:00:00,Interested in HL
YESB85471249,Referral,Lost,2024-03-15 00:00:00,Called for FD
YESB43037513,Referral,Lost,2024-07-23 00:00:00,Wait for salary credit
YESB99453098,Referral,In Progress,2024-08-08 00:00:00,KYC Pending
YESB18863146,Digital Campaign,Lost,2024-06-22 00:00:00,Called for FD
YESB77266872,Digital Campaign,In Progress,2024-05-07 00:00:00,Called for FD
YESB83580163,Walk-in,Converted,2024-08-10 00:00:00,Wait for salary credit
YESB55161883,Digital Campaign,Lost,2024-09-05 00:00:00,KYC Pending
YESB99696210,Walk-in,Converted,2024-09-05 00:00:00,Called for FD
YESB28229049,Walk-in,Lost,2024-03-12 00:00:00,Wait for salary credit
YESB48774741,Walk-in,Lost,2024-07-17 00:00:00,Called for FD
YESB61340951,Referral,Converted,2024-05-19 00:00:00,KYC Pending
YESB39988417,Referral,In Progress,2024-10-11 00:00:00,Wait for salary credit
YESB35778421,Digital Campaign,In Progress,2024-06-28 00:00:00,Called for FD
YESB38739941,Referral,In Progress,2024-07-08 00:00:00,Called for FD
YESB89682988,Digital Campaign,Converted,2024-09-19 00:00:00,Called for FD
YESB62713310,Digital Campaign,Lost,2024-08-06 00:00:00,Wait for salary credit
YESB23860604,Walk-in,In Progress,2024-10-26 00:00:00,KYC Pending
YESB79948256,Walk-in,Converted,2024-08-01 00:00:00,KYC Pending
YESB10252674,Walk-in,In Progress,2024-03-04 00:00:00,Wait for salary credit
YESB47677273,Referral,Converted,2024-11-05 00:00:00,Interested in HL
YESB88652704,Walk-in,In Progress,2024-10-16 00:00:00,KYC Pending
YESB31152055,Digital Campaign,Lost,2024-05-13 00:00:00,Interested in HL
YESB14012773,Digital Campaign,Lost,2024-05-22 00:00:00,Called for FD
YESB97590829,Digital Campaign,Lost,2024-04-25 00:00:00,Called for FD
YESB79825360,Digital Campaign,Converted,2024-05-15 00:00:00,Wait for salary credit
YESB54225037,Referral,Converted,2024-04-26 00:00:00,Called for FD
YESB79686944,Walk-in,Lost,2024-02-01 00:00:00,KYC Pending
YESB60351205,Walk-in,In Progress,2024-04-24 00:00:00,KYC Pending
YESB53818272,Referral,In Progress,2024-04-22 00:00:00,Interested in HL
YESB94985709,Referral,Lost,2024-10-11 00:00:00,Called for FD
YESB39482420,Digital Campaign,In Progress,2024-05-28 00:00:00,Called for FD
YESB58793057,Walk-in,In Progress,2024-06-14 00:00:00,Wait for salary credit
YESB94104410,Referral,Converted,2024-06-05 00:00:00,Interested in HL
YESB29830890,Digital Campaign,In Progress,2024-05-10 00:00:00,KYC Pending
YESB65946280,Walk-in,Converted,2024-03-04 00:00:00,Interested in HL
YESB26320901,Referral,Lost,2024-08-06 00:00:00,KYC Pending
YESB37482663,Walk-in,Lost,2024-01-28 00:00:00,Called for FD
YESB72628830,Digital Campaign,Converted,2024-07-23 00:00:00,Wait for salary credit
YESB46279536,Walk-in,In Progress,2024-05-11 00:00:00,Interested in HL
YESB78542489,Digital Campaign,Converted,2024-02-12 00:00:00,Called for FD
YESB86814203,Referral,Lost,2024-03-09 00:00:00,Called for FD
YESB63766644,Walk-in,Lost,2024-05-15 00:00:00,Called for FD
YESB57746698,Referral,Converted,2024-05-18 00:00:00,Interested in HL
YESB29640006,Digital Campaign,In Progress,2024-11-15 00:00:00,KYC Pending
YESB51705300,Walk-in,In Progress,2024-07-24 00:00:00,Interested in HL
YESB70579543,Referral,Converted,2024-06-12 00:00:00,Wait for salary credit
YESB98667627,Digital Campaign,Converted,2024-12-28 00:00:00,KYC Pending
YESB60009532,Referral,Lost,2024-10-28 00:00:00,Interested in HL
YESB66069295,Referral,In Progress,2024-08-13 00:00:00,Interested in HL
YESB60576647,Digital Campaign,Lost,2024-05-30 00:00:00,Called for FD
YESB25885032,Digital Campaign,Lost,2024-05-15 00:00:00,Wait for salary credit
YESB36674826,Walk-in,Converted,2024-07-08 00:00:00,Called for FD
YESB81978347,Referral,Lost,2024-03-02 00:00:00,KYC Pending
YESB21452081,Digital Campaign,Lost,2024-09-14 00:00:00,Wait for salary credit
YESB75331535,Walk-in,In Progress,2024-12-18 00:00:00,Interested in HL
YESB75069397,Referral,In Progress,2024-09-24 00:00:00,KYC Pending
YESB98796771,Digital Campaign,Lost,2024-06-30 00:00:00,Called for FD
YESB40961360,Digital Campaign,Converted,2024-10-25 00:00:00,Interested in HL
YESB12284801,Digital Campaign,In Progress,2024-06-07 00:00:00,KYC Pending
YESB68836828,Digital Campaign,Lost,2024-07-01 00:00:00,Interested in HL
YESB93891600,Referral,Lost,2024-09-02 00:00:00,Interested in HL
YESB99916935,Referral,Converted,2024-12-31 00:00:00,KYC Pending
YESB25174181,Walk-in,Lost,2024-06-25 00:00:00,Interested in HL
YESB27763592,Referral,In Progress,2024-10-03 00:00:00,Called for FD
YESB14392071,Referral,Converted,2024-02-17 00:00:00,Wait for salary credit
YESB91085009,Digital Campaign,In Progress,2024-01-03 00:00:00,Interested in HL
YESB93087408,Walk-in,In Progress,2024-06-17 00:00:00,KYC Pending
YESB28361535,Digital Campaign,Converted,2024-02-26 00:00:00,Interested in HL
YESB78029123,Walk-in,In Progress,2024-09-04 00:00:00,Interested in HL
YESB71935352,Walk-in,In Progress,2024-06-24 00:00:00,KYC Pending
YESB43845498,Referral,In Progress,2024-06-09 00:00:00,Wait for salary credit
YESB86198752,Referral,Converted,2024-11-28 00:00:00,Interested in HL
YESB23919767,Digital Campaign,In Progress,2024-07-19 00:00:00,Wait for salary credit
YESB47966883,Digital Campaign,Converted,2024-07-19 00:00:00,KYC Pending
YESB15079395,Digital Campaign,In Progress,2024-02-20 00:00:00,KYC Pending
YESB25701196,Referral,In Progress,2024-07-26 00:00:00,Called for FD
YESB69216167,Digital Campaign,Lost,2024-02-26 00:00:00,Wait for salary credit
YESB20946324,Walk-in,In Progress,2024-01-25 00:00:00,Interested in HL
YESB80535401,Walk-in,In Progress,2024-09-05 00:00:00,Wait for salary credit
YESB94475174,Referral,Converted,2024-07-15 00:00:00,Wait for salary credit
YESB31230093,Referral,Lost,2024-10-02 00:00:00,KYC Pending
YESB29693170,Digital Campaign,In Progress,2024-02-26 00:00:00,Called for FD
YESB25001027,Walk-in,Lost,2024-04-30 00:00:00,Interested in HL
YESB77869807,Walk-in,Lost,2024-07-18 00:00:00,Wait for salary credit
YESB36373680,Referral,Lost,2024-08-29 00:00:00,KYC Pending
YESB27034036,Referral,Lost,2024-10-20 00:00:00,Wait for salary credit
YESB94627465,Walk-in,Converted,2024-10-05 00:00:00,Interested in HL
YESB79025893,Digital Campaign,Converted,2024-02-28 00:00:00,Wait for salary credit
YESB18551597,Walk-in,Lost,2024-02-23 00:00:00,Wait for salary credit
YESB32713921,Digital Campaign,Lost,2024-06-23 00:00:00,Wait for salary credit
YESB34992726,Walk-in,In Progress,2024-07-02 00:00:00,Wait for salary credit
YESB92691287,Referral,Converted,2024-06-07 00:00:00,KYC Pending
YESB79117081,Walk-in,In Progress,2024-11-03 00:00:00,Wait for salary credit
YESB51336898,Referral,Lost,2024-04-08 00:00:00,Wait for salary credit
YESB92633452,Referral,In Progress,2024-06-17 00:00:00,Called for FD
YESB62735445,Walk-in,In Progress,2024-01-15 00:00:00,Interested in HL
YESB85139252,Walk-in,Lost,2024-09-15 00:00:00,Wait for salary credit
YESB21639244,Walk-in,In Progress,2024-11-23 00:00:00,Called for FD
YESB38232724,Walk-in,Converted,2024-10-04 00:00:00,Interested in HL
YESB33398926,Walk-in,Lost,2024-04-06 00:00:00,Wait for salary credit
YESB28806267,Walk-in,Lost,2024-03-01 00:00:00,Called for FD
YESB42156840,Digital Campaign,Converted,2024-11-02 00:00:00,Called for FD
YESB87078778,Walk-in,Lost,2024-01-30 00:00:00,Wait for salary credit
YESB60435249,Referral,Converted,2024-05-11 00:00:00,Wait for salary credit
YESB46155731,Walk-in,Lost,2024-02-19 00:00:00,Wait for salary credit
YESB39412734,Referral,In Progress,2024-01-26 00:00:00,Wait for salary credit
YESB34457409,Walk-in,In Progress,2024-04-01 00:00:00,KYC Pending
YESB56172010,Digital Campaign,Lost,2024-05-10 00:00:00,KYC Pending
